Date,Open,High,Low,Close,Volume,Adj_Close
2017-12-27,0,0,0,0,0,0
2018-01-01,2485,2485,2485,2485,0,0
2018-01-02,2490,2555,2480,2515,104405,0
2018-01-03,2515,2530,2480,2510,66111,0
2018-01-04,2525,2525,2480,2500,71926,0
2018-01-05,2510,2525,2475,2510,85041,0
2018-01-08,2490,2545,2480,2500,122095,0
2018-01-09,2510,2520,2490,2490,52132,0
2018-01-10,2490,2525,2480,2500,58724,0
2018-01-11,2505,2585,2490,2580,114642,0
2018-01-12,2600,2760,2570,2710,528530,0
2018-01-15,2710,3090,2625,2900,1429594,0
2018-01-16,2850,3175,2850,3160,1306134,0
2018-01-17,3165,3400,3065,3140,724492,0
2018-01-18,3135,3245,3070,3160,310527,0
2018-01-19,3160,3475,3160,3250,421955,0
2018-01-22,3295,3385,3235,3250,272073,0
2018-01-23,3280,3280,3130,3170,233741,0
2018-01-24,3200,3200,3110,3160,158426,0
2018-01-25,3145,3515,3110,3415,1212656,0
2018-01-26,3450,3475,3375,3430,288870,0
2018-01-29,3430,3490,3400,3430,201691,0
2018-01-30,3430,3480,3375,3390,211185,0
2018-01-31,3390,3495,3305,3495,204443,0
2018-02-01,3535,3535,3400,3405,221644,0
2018-02-02,3405,3435,3340,3425,158208,0
2018-02-05,3420,3520,3340,3395,297205,0
2018-02-06,3295,3360,3195,3325,224347,0
2018-02-07,3325,3465,3300,3335,190354,0
2018-02-08,3330,3390,3305,3340,50314,0
2018-02-09,3290,3370,3275,3335,153861,0
2018-02-12,3335,3385,3270,3270,116825,0
2018-02-13,3285,3300,3150,3170,104075,0
2018-02-14,3170,3230,3125,3170,74998,0
2018-02-15,3170,3170,3170,3170,0,0
2018-02-16,3170,3170,3170,3170,0,0
2018-02-19,3170,3285,3160,3180,37991,0
2018-02-20,3230,3230,3135,3155,61140,0
2018-02-21,3155,3155,3085,3090,107101,0
2018-02-22,3135,3135,3035,3060,91033,0
2018-02-23,3060,3095,3010,3025,50823,0
2018-02-26,3025,3040,2850,2950,328146,0
2018-02-27,2950,2970,2865,2910,107207,0
2018-02-28,2870,3080,2865,2995,116814,0
2018-03-02,2995,3025,2930,2980,62091,0
2018-03-05,2995,3055,2970,2980,82043,0
2018-03-06,3040,3040,2860,2920,113305,0
2018-03-07,2870,2945,2860,2945,45461,0
2018-03-08,2935,2965,2825,2860,113912,0
2018-03-09,2895,2895,2830,2880,48359,0
2018-03-12,2880,2940,2865,2935,115379,0
2018-03-13,2940,2940,2905,2935,55375,0
2018-03-14,2930,3170,2895,3110,264376,0
2018-03-15,3105,3170,3045,3070,70195,0
2018-03-16,3055,3100,3040,3080,66392,0
2018-03-19,3085,3215,3045,3195,177906,0
2018-03-20,3180,3335,3175,3225,196946,0
2018-03-21,3255,3255,3190,3210,81679,0
2018-03-22,3210,3260,3075,3115,71142,0
2018-03-23,3110,3110,2880,2950,163684,0
2018-03-26,2910,2980,2850,2930,59700,0
2018-03-27,2950,2985,2910,2925,52623,0
2018-03-28,2930,2985,2895,2915,69049,0
2018-03-29,2900,2985,2890,2945,50183,0
2018-03-30,2980,3150,2965,3110,205179,0
2018-04-02,3115,3160,3030,3060,145313,0
2018-04-03,3060,3145,3015,3085,130135,0
2018-04-04,3090,3120,2985,3015,66213,0
2018-04-05,3015,3185,3010,3175,161693,0
2018-04-06,3225,3365,3225,3275,473061,0
2018-04-09,3255,3290,3185,3210,138730,0
2018-04-10,3200,3200,3105,3155,121882,0
2018-04-11,3145,3195,3120,3170,79958,0
2018-04-12,3175,3195,3060,3085,105347,0
2018-04-13,3100,3150,3065,3090,49932,0
2018-04-16,3135,3135,3025,3075,94951,0
2018-04-17,3090,3120,3000,3015,107460,0
2018-04-18,3085,3085,3000,3040,67147,0
2018-04-19,3060,3075,3000,3030,123886,0
