Date,Open,High,Low,Close,Volume,Adj_Close
2017-12-18,5750,5880,5740,5780,18558,0
2017-12-19,5870,5980,5710,5820,18159,0
2017-12-21,5900,5900,5650,5890,20083,0
2017-12-22,5900,5970,5730,5970,10056,0
2017-12-26,6000,6090,5560,5610,54856,0
2017-12-27,5690,5730,5600,5710,5582,0
2017-12-28,5710,5770,5550,5600,17326,0
2018-01-02,5690,5690,5540,5640,29857,0
2018-01-03,5680,5680,5480,5590,28477,0
2018-01-04,5590,5660,5500,5640,16529,0
2018-01-05,5650,5700,5510,5650,17519,0
2018-01-08,5650,5650,5420,5420,30125,0
2018-01-09,5420,5690,5420,5600,18626,0
2018-01-10,5600,5700,5500,5640,18973,0
2018-01-11,5600,5800,5600,5800,21544,0
2018-01-12,5800,5800,5650,5700,26604,0
2018-01-15,5700,6160,5570,5780,114493,0
2018-01-16,5780,6080,5750,6060,48054,0
2018-01-17,6060,6060,5800,5900,27400,0
2018-01-18,5960,5970,5800,5890,7487,0
2018-01-19,5900,5920,5820,5880,5832,0
2018-01-22,5820,5980,5720,5830,34231,0
2018-01-23,5830,5940,5790,5930,15291,0
2018-01-24,5810,6050,5810,6050,12262,0
2018-01-25,6120,6950,6040,6350,97390,0
2018-01-26,6270,6820,6250,6700,73537,0
2018-01-29,6700,7220,6650,7000,172029,0
2018-01-30,7040,7070,6810,6900,24884,0
2018-01-31,6680,6900,6650,6750,14912,0
2018-02-01,6610,6820,6590,6740,15058,0
2018-02-02,6550,6880,6550,6750,31601,0
2018-02-05,6600,6630,6500,6510,13205,0
2018-02-06,6280,6380,5810,6300,46137,0
2018-02-07,6320,6320,6120,6120,16714,0
2018-02-08,6120,6450,6080,6180,28626,0
2018-02-09,6110,6200,6000,6190,13797,0
2018-02-12,6110,6300,6000,6200,13209,0
2018-02-13,6200,6270,6090,6130,10140,0
2018-02-14,6130,6190,6030,6190,7780,0
2018-02-19,6190,6420,6190,6420,8746,0
2018-02-20,6320,6440,6100,6290,31287,0
2018-02-21,6250,8000,6250,7320,976712,0
2018-02-22,7670,7980,7410,7980,445384,0
2018-02-23,7910,7960,7540,7600,202228,0
2018-02-26,7440,7670,7350,7450,104417,0
2018-02-27,7400,7650,7350,7370,54803,0
2018-02-28,7350,7570,7200,7330,74501,0
2018-03-02,7310,7620,7250,7500,96541,0
2018-03-05,7450,8190,7450,8110,386507,0
2018-03-06,8180,8250,7930,8080,131475,0
2018-03-08,6720,6980,6450,6630,437698,0
2018-03-09,6600,6780,6560,6690,109974,0
2018-03-12,6670,6810,6650,6740,94965,0
2018-03-13,6750,6880,6640,6810,159645,0
2018-03-14,6810,6900,6730,6810,47042,0
2018-03-15,6880,6880,6570,6710,97174,0
2018-03-16,6710,6790,6590,6660,38790,0
2018-03-19,6610,6670,6360,6410,109855,0
2018-03-20,6370,6530,6300,6460,50066,0
2018-03-21,6460,6600,6450,6600,48585,0
2018-03-22,6590,6680,6470,6580,71944,0
2018-03-23,6410,6540,6350,6480,42602,0
2018-03-26,6480,6710,6400,6680,118847,0
2018-03-27,6720,6760,6490,6640,52167,0
2018-03-28,6550,6600,6350,6380,67329,0
2018-03-29,6450,6450,6170,6190,94040,0
2018-03-30,6200,6410,6200,6410,25378,0
2018-04-02,6430,6430,6250,6270,50634,0
2018-04-03,6340,6350,6150,6250,66841,0
2018-04-04,6260,6350,6100,6200,27429,0
2018-04-05,6200,6300,6170,6260,29080,0
2018-04-06,6260,6300,6180,6230,6577,0
2018-04-09,6230,6400,6160,6350,38381,0
2018-04-10,6350,6440,6170,6420,20556,0
2018-04-11,6490,6490,6230,6390,15620,0
2018-04-12,6380,6470,6190,6290,58654,0
2018-04-13,6240,6330,6130,6220,64162,0
2018-04-16,6290,6290,6120,6190,44736,0
2018-04-17,6250,6400,6210,6340,48533,0
2018-04-18,6350,6530,6310,6500,50536,0
2018-04-19,6600,6630,6350,6470,49810,0
2018-04-20,6460,6500,6390,6460,25525,0
2018-04-23,6460,6960,6440,6800,263126,0
2018-04-24,6930,6930,6590,6600,60623,0
2018-04-25,6740,6750,6280,6330,59310,0
2018-04-26,6330,6410,6180,6300,77686,0
2018-04-27,6370,6370,6210,6300,26938,0
2018-04-30,6250,6380,6170,6200,49951,0
2018-05-02,6290,6360,6140,6330,33591,0
2018-05-03,6400,6440,6260,6320,32099,0
2018-05-04,6360,6360,6150,6290,40784,0
2018-05-08,6200,6270,6060,6060,54353,0
2018-05-09,6100,6230,6000,6180,19064,0
2018-05-10,6240,6250,6150,6250,31640,0
2018-05-11,6260,6310,6160,6300,29536,0
2018-05-14,6320,6320,6190,6220,27991,0
2018-05-15,6250,6290,6000,6150,104505,0
2018-05-16,6070,6130,5940,6100,83704,0
2018-05-17,6100,6190,6030,6100,23308,0
2018-05-18,6030,6200,6000,6070,28958,0
2018-05-21,6100,6100,5980,6020,13685,0
2018-05-23,6050,6050,5760,5820,110483,0
2018-05-24,5820,5840,5730,5800,57662,0
2018-05-25,5850,5860,5700,5810,25719,0
2018-05-28,5850,5910,5780,5850,37604,0
2018-05-29,5900,5900,5760,5810,40299,0
2018-05-30,5800,5810,5640,5750,62495,0
2018-05-31,5800,5990,5700,5990,34974,0
2018-06-01,5980,6150,5960,6150,32241,0
2018-06-04,6150,6230,6100,6200,118265,0
2018-06-05,6200,6510,6140,6500,95204,0
2018-06-07,6410,6560,6410,6530,36401,0
2018-06-08,6440,6600,6440,6550,52584,0
2018-06-11,6480,6550,6350,6450,35944,0
2018-06-12,6450,6670,6440,6600,75531,0
2018-06-14,6450,6540,6390,6390,43211,0
2018-06-15,6350,6550,6320,6450,22498,0
2018-06-18,6350,6460,6130,6160,50369,0
2018-06-19,6160,6300,6130,6260,19866,0
2018-06-20,6260,6410,6170,6410,42103,0
2018-06-21,6350,6410,6100,6350,38871,0
2018-06-22,6300,6420,6150,6340,69184,0
2018-06-25,6300,6430,6250,6330,31696,0
