Date,Open,High,Low,Close,Volume,Adj_Close
2017-12-18,36950,39150,36900,38700,957923,0
2017-12-19,37400,37950,36050,36600,1110224,0
2017-12-21,35500,36050,35000,35000,220815,0
2017-12-22,35000,36200,35000,36100,186187,0
2017-12-26,35900,36350,35100,35200,289118,0
2017-12-27,35250,35300,34350,34950,354985,0
2017-12-28,34950,35400,34200,34700,260605,0
2018-01-01,34700,34700,34700,34700,0,0
2018-01-02,34800,35150,34400,34750,280617,0
2018-01-03,34850,34850,32900,33500,614968,0
2018-01-04,33600,33850,32750,33000,363505,0
2018-01-05,33050,33850,33050,33700,282706,0
2018-01-08,33750,33850,32800,33650,291569,0
2018-01-09,33700,34200,33650,33700,267253,0
2018-01-10,34050,35900,34000,35800,598143,0
2018-01-11,35850,35900,35000,35650,259857,0
2018-01-12,35950,35950,34350,35150,285978,0
2018-01-15,35150,36650,34750,36650,454428,0
2018-01-16,36700,37150,36400,36800,279539,0
2018-01-17,36800,38650,36700,38500,774250,0
2018-01-18,38850,38900,37550,38100,433567,0
2018-01-19,38650,39700,38500,39150,581976,0
2018-01-22,39300,40850,39300,39650,524199,0
2018-01-23,39400,39600,38500,39300,367938,0
2018-01-24,39550,39550,38500,39050,210873,0
2018-01-25,38850,39100,37900,38200,291072,0
2018-01-26,38250,39450,38000,39450,235818,0
2018-01-29,40250,40300,39350,39600,343642,0
2018-01-30,39200,39300,38200,38400,236044,0
2018-01-31,37550,38950,37550,38600,225275,0
2018-02-01,38750,40000,38750,39950,327844,0
2018-02-02,40100,40150,38600,39100,217073,0
2018-02-05,37900,38850,37800,38050,215171,0
2018-02-06,37000,37950,35600,37650,489029,0
2018-02-07,38250,38700,36100,36100,328354,0
2018-02-08,36400,37950,36400,37200,397275,0
2018-02-09,36450,37450,36000,36900,191956,0
2018-02-12,36450,37450,36000,37150,160901,0
2018-02-13,37650,37650,36500,36500,158772,0
2018-02-14,36350,36900,35750,36900,179423,0
2018-02-19,37150,38300,37150,37950,228415,0
2018-02-20,37600,37900,36700,36950,128651,0
2018-02-21,36900,37500,36450,37000,104851,0
2018-02-22,36800,36900,36150,36400,104882,0
2018-02-23,36350,37000,36200,36450,146718,0
2018-02-26,36550,37050,36250,36550,187319,0
2018-02-27,36550,36850,36350,36600,100350,0
2018-02-28,36250,37350,36250,36750,166073,0
2018-03-02,36550,38200,36150,38000,229499,0
2018-03-05,38200,38800,38000,38000,200585,0
2018-03-06,38400,39000,38300,38750,143492,0
2018-03-08,36900,37150,36250,36250,312112,0
2018-03-09,36250,39600,36250,38250,717813,0
2018-03-12,38850,42200,38850,41100,1639752,0
2018-03-13,41150,41800,40600,41700,454626,0
2018-03-14,41150,41900,39550,41600,640590,0
2018-03-15,42450,47050,41000,41800,1863486,0
2018-03-16,41900,43900,40600,42800,920116,0
2018-03-19,43800,46700,43750,44400,1211358,0
2018-03-20,44000,45300,43550,45000,426604,0
2018-03-21,45000,45200,43650,43900,391705,0
2018-03-22,44000,44950,44000,44050,238948,0
2018-03-23,42300,44300,42000,42700,361523,0
2018-03-26,43850,46200,43500,46200,732423,0
2018-03-27,47600,47600,46000,46500,453411,0
2018-03-28,46000,48150,44900,46200,714362,0
2018-03-29,46750,46750,45100,46550,304302,0
2018-03-30,46700,46700,45550,45750,270761,0
2018-04-02,46800,48600,46000,46500,786969,0
2018-04-03,46300,48000,46050,47800,335194,0
2018-04-04,48000,48000,44150,44800,852866,0
2018-04-05,45400,45500,41450,42250,969,0
2018-04-06,42350,43300,41550,42300,645934,0
2018-04-09,42600,42600,41000,41300,651696,0
2018-04-10,41450,42500,41200,42500,450462,0
2018-04-11,42900,42900,41450,41500,471734,0
2018-04-12,41350,41500,39800,40100,554044,0
2018-04-13,40300,41000,40200,40650,354572,0
2018-04-16,40800,41650,40800,41400,431547,0
2018-04-17,41500,41550,40550,41000,441124,0
2018-04-18,41400,41500,40450,40600,372887,0
2018-04-19,41100,41700,35200,38250,1794406,0
2018-04-20,38500,38950,37650,37800,380129,0
2018-04-23,38000,38450,36600,36900,421558,0
2018-04-24,36900,37750,36350,36550,323512,0
2018-04-25,36050,37550,35900,37400,316516,0
2018-04-26,38400,38400,36950,37450,357070,0
2018-04-27,37500,37600,36550,36800,215803,0
2018-04-30,36700,36950,35450,35750,343358,0
2018-05-02,35750,35850,34650,34850,293597,0
2018-05-03,34700,35850,34700,35200,232041,0
2018-05-04,35700,36050,35400,35550,203148,0
2018-05-08,35950,36150,35200,35200,266186,0
2018-05-09,35250,35850,33400,35850,312795,0
2018-05-10,35850,35850,34150,34300,341828,0
2018-05-11,34250,35100,34000,34950,202149,0
2018-05-14,35000,36750,34900,36400,469211,0
2018-05-15,36550,39500,36500,39500,1024193,0
2018-05-16,39100,39150,38000,38600,400192,0
2018-05-17,38500,39150,37850,38900,250279,0
2018-05-18,39150,39700,38600,39000,198449,0
2018-05-21,39050,40000,38500,39350,303420,0
2018-05-23,39150,39550,38900,39300,142503,0
2018-05-24,39300,40900,39300,40850,392315,0
2018-05-25,40200,41000,39800,40850,233944,0
2018-05-28,40150,41250,40100,40650,227261,0
2018-05-29,40950,42950,40900,42000,617816,0
2018-05-30,42400,42450,41150,41550,385714,0
2018-05-31,42000,42150,40550,41550,312551,0
2018-06-01,41200,43200,40800,42050,358122,0
2018-06-04,42200,42500,41250,42100,192485,0
2018-06-05,42100,42400,39850,40500,306439,0
2018-06-07,40450,40500,38500,39150,483670,0
2018-06-08,38950,39700,38500,39300,275446,0
2018-06-11,39950,40500,39700,40400,222438,0
2018-06-12,40300,40750,39900,40500,143806,0
2018-06-14,40100,40450,39500,39850,182437,0
2018-06-15,39850,40600,39250,40400,193308,0
2018-06-18,40500,41350,38100,38550,334131,0
2018-06-19,38600,39200,37900,38550,186292,0
2018-06-20,38650,40350,38300,40350,332928,0
2018-06-21,40350,42250,40100,41350,514392,0
2018-06-22,42150,42900,41000,41800,294688,0
2018-06-25,41900,42600,41200,42300,337985,0
2018-06-26,41750,42700,41500,42450,203192,0
2018-06-27,42850,43250,41550,41700,306165,0
2018-06-28,41550,42000,40700,41000,160558,0
2018-06-29,41450,41950,40450,41950,147134,0
2018-07-02,42200,42300,39450,39650,197066,0
2018-07-03,40550,41800,40050,41500,333796,0
2018-07-04,41550,42200,41200,41800,185251,0
2018-07-05,41800,42150,40600,41950,240834,0
2018-07-06,42200,42300,40250,41550,275858,0
2018-07-09,41550,43000,40900,42900,408836,0
2018-07-10,43450,43650,41950,42500,410597,0
2018-07-11,41700,42250,41550,41650,216752,0
2018-07-12,41550,43100,41550,42600,399406,0
2018-07-13,42700,44350,42650,43550,554475,0
2018-07-16,43900,44750,43350,43900,267147,0
2018-07-17,43500,43800,42700,42950,302007,0
2018-07-18,43300,43650,42400,42850,235328,0
2018-07-19,42850,42900,39500,40000,737187,0
2018-07-20,39650,40150,37550,38800,558338,0
2018-07-23,38650,38650,37600,37600,322417,0
2018-07-24,37900,38700,37600,38250,231060,0
2018-07-26,38650,40150,38050,39750,316494,0
2018-07-27,39750,40750,38900,40700,199641,0
2018-07-30,40900,40900,39200,39300,225434,0
2018-07-31,39050,39150,38050,38550,223816,0
2018-08-01,38900,40550,38450,40500,291402,0
2018-08-02,40200,40600,39250,39650,167703,0
2018-08-03,40050,40450,39600,40450,115891,0
2018-08-06,40050,40900,40050,40450,137201,0
2018-08-07,40850,40850,39200,40250,193476,0
2018-08-08,40400,41300,40250,40350,193641,0
2018-08-09,40550,41200,39800,40900,168535,0
2018-08-10,41000,41400,40350,41250,156442,0
2018-08-13,41100,41350,39500,39850,203746,0
2018-08-14,40150,41250,39700,41250,201245,0
2018-08-16,40450,44050,40300,43850,785465,0
2018-08-17,44050,44650,43450,43800,352224,0
2018-08-20,44100,44800,43450,43800,311049,0
2018-08-21,44250,45750,44250,45450,476965,0
2018-08-22,45200,46100,44450,45950,320158,0
2018-08-23,45750,47300,45350,46000,467288,0
2018-08-24,45900,47600,45550,47350,429709,0
2018-08-27,47600,49450,47350,49100,485731,0
2018-08-28,49550,49850,47100,47300,446754,0
